Respondent_ID,A1_Organization_Type,A2_Organization_Size,A3_Years_Of_Operation,A4_Number_Of_Employees,A5_Primary_Location,A6_Main_Waste_Type,A7_Formal_Waste_Policy,A8_Responsible_Party,B1_SegregateAtSource,B2_SeparateContainers,B3_LabelledBins,B4_EmployeeUnderstanding,B5_HazardousSeparate,B6_StorageHygiene,C1_MeasurableTargets,C2_MinimizeDisposables,C3_ReusablePreferred,C4_PaperlessProcess,C5_ProcurementConsidersRecyclability,C6_ReuseRepairRefurbish,D1_ScheduledCollection,D2_RecordsMaintained,D3_AuthorisedCollectors,D4_SafeTransport,D5_VerifiesDisposalFacility,D6_OverflowProcedures,E1_RecyclersUsed,E2_MonitorsDiversionRate,E3_OrganicComposted,E4_EmployeesIdentifyRecovery,E5_SupplierPackagingCollab,E6_RecyclingSavingsTracked,F1_RegularTraining,F2_ResponsibilitiesCommunicated,F3_AwarenessProgrammes,F4_EncouragedToReport,F5_ActiveParticipation,F6_IncentivesProvided,G1_ManagementSupport,G2_FinancialResourcesAllocated,G3_ResponsibilitiesAssigned,G4_PerformanceReviewed,G5_EnvObjectivesIntegrated,G6_CorrectiveActionsTaken,H1_AwareOfRules,H2_ComplianceReviewed,H3_LicencesMaintained,H4_ContractorsCompliance,H5_AuditsConducted,H6_NonComplianceDocumented,I1_DigitalRecording,I2_DataAnalysed,I3_KPIsUsed,I4_SmartTechUsed,I5_ReportsSharedWithMgmt,I6_DataBasedDecisions,J1_CommunicatesWithAuthorities,J2_GuidelinesConsidered,J3_CollaboratesWithRecyclers,J4_ContractorsEvaluated,J5_ParticipatesInProgrammes,J6_SuppliersEncouraged,K1_HighCosts,K2_LackOfAwareness,K3_LimitedInfrastructure,K4_InadequateMonitoring,K5_LackOfPersonnel,K6_LimitedRecyclerAccess,K7_InsufficientMgmtSupport,K8_IrregularCollection,B_Section_Score,C_Section_Score,D_Section_Score,E_Section_Score,F_Section_Score,G_Section_Score,H_Section_Score,I_Section_Score,J_Section_Score,K_Barriers_Score,Overall_Maturity_Score
R1556,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Paper and cardboard,No,External waste-management agency,2,4,4,4,2,3,3,4,4,3,3,4,4,3,4,4,3,2,3,3,3,3,4,3,2,2,2,3,3,2,3,2,4,3,3,3,3,2,2,4,3,3,3,4,3,3,4,3,4,3,3,3,4,3,4,4,4,5,3,4,4,4,3.17,3.5,3.33,3.17,2.33,3.0,2.83,3.33,3.33,4.0,3.11
R1557,Hospitality/Services,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Urban area,Plastic waste,Not sure,External waste-management agency,3,3,2,2,2,3,2,3,1,3,2,2,3,3,2,3,3,2,3,4,3,2,3,4,2,3,4,3,3,4,3,4,4,5,3,4,3,3,3,4,4,3,4,4,4,4,5,4,3,4,2,3,4,3,2,2,5,4,5,4,4,5,2.5,2.17,2.67,3.17,3.17,3.83,3.33,4.17,3.17,3.88,3.13
R1558,Manufacturing,Large: 250 employees or more,6-10 years,250 or more,Industrial area,Mixed municipal waste,Under development,Environmental or sustainability department,3,4,2,3,3,5,4,4,3,3,3,3,4,4,5,5,4,4,3,3,4,3,5,3,4,4,5,3,3,4,5,4,5,4,5,4,4,3,3,2,3,4,4,5,5,4,4,3,4,5,5,4,3,4,2,2,2,3,2,2,1,3,3.33,3.33,4.33,3.5,3.83,4.5,3.17,4.17,4.17,2.12,3.81
R1559,Manufacturing,Medium: 50-249 employees,6-10 years,100-249,Semi-urban area,Plastic waste,Under development,Facility management team,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
R1560,Information Technology,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Semi-urban area,Plastic waste,Under development,External waste-management agency,4,2,3,3,3,3,4,5,4,3,4,4,3,3,4,3,2,2,4,5,4,4,3,4,4,3,3,4,3,2,3,2,2,3,2,2,3,3,4,3,3,3,3,3,4,4,3,3,4,5,5,4,5,5,3,3,2,2,2,3,4,2,3.0,4.0,2.83,4.0,3.17,2.33,3.17,3.33,4.67,2.62,3.39
R1561,Manufacturing,Small: 10-49 employees,3-5 years,10-49,Industrial area,Food or organic waste,No,Operations department,3,,3,1,3,3,4,4,3,5,5,4,3,4,4,5,3,3,3,3,3,4,2,3,3,4,3,3,4,5,4,3,3,3,3,3,3,3,1,4,4,3,3,4,2,1,3,3,3,2,3,3,3,2,3,3,3,3,3,4,2,2,2.6,4.17,3.67,3.0,3.67,3.17,3.0,2.67,2.67,2.88,3.18
R1562,Manufacturing,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Semi-urban area,Mixed municipal waste,Under development,External waste-management agency,4,3,5,4,3,4,3,3,4,4,4,4,,4,4,4,4,5,3,3,3,3,2,2,4,4,4,4,3,4,3,2,3,4,3,3,4,4,5,4,3,4,4,4,3,3,3,4,4,3,2,4,4,4,3,4,4,4,3,3,3,3,3.83,3.67,4.2,2.67,3.83,3.0,4.0,3.5,3.5,3.38,3.58
R1563,Manufacturing,Small: 10-49 employees,Less than 3 years,10-49,Industrial area,Plastic waste,No,External waste-management agency,3,2,2,3,2,3,2,4,2,2,3,2,3,3,3,2,3,2,3,5,4,3,3,4,3,4,3,4,4,5,4,4,5,3,4,3,4,4,3,3,4,4,3,2,3,3,3,3,3,3,3,3,3,2,3,3,1,3,2,2,2,3,2.5,2.5,2.67,3.67,3.83,3.83,3.67,2.83,2.83,2.38,3.15
R1564,Healthcare,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Urban area,Paper and cardboard,Not sure,External waste-management agency,3,3,4,3,5,2,3,4,4,3,2,3,3,3,3,4,3,2,4,3,3,3,4,3,2,4,3,3,2,3,2,3,4,4,3,3,3,3,3,3,4,2,5,3,4,3,4,3,4,4,3,4,4,3,2,4,3,3,3,3,3,4,3.33,3.17,3.0,3.33,2.83,3.17,3.0,3.67,3.67,3.12,3.24
R1565,Retail,Small: 10-49 employees,Less than 3 years,10-49,Urban area,Mixed municipal waste,Not sure,Operations department,2,3,3,3,4,3,3,4,3,3,2,4,3,,3,3,2,4,3,4,3,3,3,2,4,3,3,4,4,3,4,1,3,3,3,3,4,3,4,2,3,3,4,3,5,3,4,,3,2,2,4,3,4,3,3,4,4,4,3,4,5,3.0,3.17,3.0,3.0,3.5,2.83,3.17,3.8,3.0,3.75,3.16
R1566,Information Technology,Small: 10-49 employees,Less than 3 years,50-99,Urban area,Paper and cardboard,Not sure,Operations department,4,3,3,4,3,4,2,1,3,5,2,3,3,3,3,3,3,3,2,2,2,4,2,3,3,2,3,3,2,3,2,3,2,4,3,3,4,3,3,4,2,4,3,3,3,5,3,3,3,3,3,4,3,4,4,4,,4,4,4,3,4,3.5,2.67,3.0,2.5,2.67,2.83,3.33,3.33,3.33,3.86,3.02
R1567,Information Technology,Large: 250 employees or more,Less than 3 years,100-249,Semi-urban area,Plastic waste,No,Facility management team,4,3,4,3,4,4,4,3,3,3,2,3,2,3,2,2,2,3,3,2,3,3,2,3,3,4,2,5,4,4,5,4,4,4,4,3,3,3,3,5,2,4,2,2,3,2,1,1,3,3,3,4,2,4,4,3,4,4,2,4,4,3,3.67,3.0,2.33,2.67,3.67,4.0,3.33,1.83,3.17,3.5,3.07
R1568,Retail,Large: 250 employees or more,3-5 years,100-249,Industrial area,Food or organic waste,Not sure,Facility management team,2,4,4,4,4,4,4,4,3,3,4,4,2,3,2,2,2,3,4,4,3,3,3,4,2,4,2,4,3,3,4,3,2,4,3,3,3,4,3,5,4,3,4,4,5,4,5,4,4,3,3,3,4,4,4,4,4,5,4,4,5,4,3.67,3.67,2.33,3.5,3.0,3.17,3.67,4.33,3.5,4.25,3.43
R1569,Manufacturing,Medium: 50-249 employees,Less than 3 years,50-99,Industrial area,Paper and cardboard,Not sure,Operations department,4,4,3,4,5,4,3,3,4,4,4,4,5,4,,3,3,5,5,3,3,5,4,5,3,4,4,4,4,3,3,4,2,4,3,3,4,3,3,3,3,4,4,4,3,4,4,4,5,5,4,4,4,4,4,4,2,4,4,3,4,4,4.0,3.67,4.0,4.17,3.67,3.17,3.33,3.83,4.33,3.62,3.8
R1570,Information Technology,Small: 10-49 employees,Less than 3 years,50-99,Urban area,Mixed municipal waste,No,External waste-management agency,2,2,3,2,2,3,2,2,2,2,2,3,3,2,4,3,3,3,3,3,2,2,2,2,2,3,3,3,2,2,3,3,3,3,3,3,3,3,2,4,,3,3,3,3,3,3,3,2,4,3,2,3,2,4,3,4,2,3,3,3,5,2.33,2.17,3.0,2.33,2.5,3.0,3.0,3.0,2.67,3.38,2.67
R1571,Information Technology,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Paper and cardboard,No,Facility management team,3,4,2,4,4,3,4,4,4,4,4,5,3,4,3,4,4,4,5,5,5,4,4,5,3,5,4,3,4,3,3,3,2,3,3,3,4,2,3,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,4,4,4,2,4,3,3,3.33,4.17,3.67,4.67,3.67,2.83,3.5,3.33,2.83,3.38,3.56
R1572,Information Technology,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Urban area,Mixed municipal waste,No,Operations department,4,5,3,3,2,3,4,3,3,4,5,4,3,3,4,4,4,4,4,4,4,5,4,4,4,3,4,4,4,5,4,4,3,2,3,5,4,3,5,4,3,4,3,3,2,3,4,3,4,3,3,2,4,4,3,2,3,1,3,3,3,4,3.33,3.83,3.67,4.17,4.0,3.5,3.83,3.0,3.33,2.75,3.63
R1573,Manufacturing,Medium: 50-249 employees,Less than 3 years,100-249,Industrial area,Plastic waste,Yes,Environmental or sustainability department,5,3,4,4,3,5,5,4,5,5,5,5,2,4,4,3,4,4,3,4,3,3,3,4,3,3,3,3,4,4,2,3,3,3,2,3,4,3,4,3,3,2,4,3,2,2,3,4,2,3,2,3,3,3,3,3,3,3,2,3,2,1,4.0,4.83,3.5,3.33,3.33,2.67,3.17,3.0,2.67,2.5,3.39
R1574,Healthcare,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Urban area,Mixed municipal waste,Under development,Facility management team,3,4,4,4,3,3,3,4,3,3,4,4,4,2,4,3,4,3,2,3,3,3,3,4,3,3,2,3,1,2,3,4,3,3,4,3,4,3,3,3,4,4,3,3,2,2,3,3,4,3,4,3,4,3,2,5,5,4,4,3,4,5,3.5,3.5,3.33,3.0,2.33,3.33,3.5,2.67,3.5,4.0,3.18
R1575,Information Technology,Micro: Fewer than 10 employees,3-5 years,Fewer than 10,Urban area,Plastic waste,No,External waste-management agency,4,4,3,4,4,3,3,4,3,3,3,3,2,2,2,2,3,3,3,3,4,2,3,3,4,2,3,3,2,3,3,4,3,4,3,3,2,3,3,3,3,4,3,4,3,3,4,3,1,4,3,3,2,3,3,3,2,4,5,4,3,3,3.67,3.17,2.33,3.0,2.83,3.33,3.0,3.33,2.67,3.38,3.04
R1576,Hospitality/Services,Micro: Fewer than 10 employees,11-20 years,Fewer than 10,Urban area,Paper and cardboard,No,External waste-management agency,3,3,,2,2,2,2,2,3,3,2,2,2,4,3,3,3,4,4,3,5,4,3,4,4,3,3,4,3,2,4,3,3,3,4,3,,2,2,2,2,3,1,3,2,3,3,3,2,2,2,3,3,3,2,3,4,3,4,4,,3,2.4,2.33,3.17,3.83,3.17,3.33,2.2,2.5,2.5,3.29,2.83
R1577,Manufacturing,Medium: 50-249 employees,Less than 3 years,50-99,Semi-urban area,Mixed municipal waste,No,External waste-management agency,2,4,3,2,3,3,3,2,3,3,,4,4,3,4,4,4,4,3,4,4,4,3,4,4,5,4,4,5,4,3,3,4,2,3,3,4,3,4,5,3,2,3,4,5,4,4,4,4,3,3,2,3,3,3,2,4,3,3,3,3,2,2.83,3.0,3.83,3.67,4.33,3.0,3.5,4.0,3.0,2.88,3.46
R1578,Information Technology,Small: 10-49 employees,6-10 years,10-49,Industrial area,Paper and cardboard,Yes,Environmental or sustainability department,4,5,5,5,4,3,4,5,5,4,5,5,5,4,5,5,4,4,4,4,5,4,4,4,3,3,4,3,4,5,5,4,5,4,5,5,4,4,4,4,5,4,3,3,3,4,3,3,3,3,4,3,3,3,3,2,4,3,3,2,3,3,4.33,4.67,4.5,4.17,3.67,4.67,4.17,3.17,3.17,2.88,4.06
R1579,Healthcare,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Mixed municipal waste,No,External waste-management agency,3,2,3,2,2,2,2,1,2,1,2,2,3,3,4,3,3,4,4,3,3,4,3,3,2,3,3,2,3,3,2,1,2,2,2,3,3,2,3,3,4,3,1,2,2,1,1,2,3,3,2,4,3,2,3,3,3,2,3,4,3,3,2.33,1.67,3.33,3.33,2.67,2.0,3.0,1.5,2.83,3.0,2.52
R1580,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Urban area,Mixed municipal waste,Yes,Operations department,5,3,4,5,3,4,4,4,3,4,4,3,5,3,4,4,4,3,3,2,2,3,3,3,4,4,5,3,3,5,4,4,4,4,4,3,4,3,3,4,3,4,3,2,3,3,2,3,3,4,5,4,3,4,2,3,4,1,3,3,2,4,4.0,3.67,3.83,2.67,4.0,3.83,3.5,2.67,3.83,2.75,3.56
R1581,Healthcare,Large: 250 employees or more,6-10 years,250 or more,Urban area,Paper and cardboard,Under development,Operations department,5,5,4,5,4,4,4,3,5,4,5,4,3,4,4,3,4,3,4,4,5,4,4,4,4,4,4,4,5,4,4,3,3,4,4,4,4,4,4,5,3,4,3,3,5,3,4,4,5,4,4,5,3,,3,4,3,5,3,2,4,2,4.5,4.17,3.5,4.17,4.17,3.67,4.0,3.67,4.2,3.25,4.01
R1582,Information Technology,Small: 10-49 employees,6-10 years,10-49,Urban area,Plastic waste,Not sure,Operations department,5,4,4,3,4,5,3,5,3,4,4,3,3,3,4,3,3,4,3,4,3,4,3,4,4,2,2,4,3,4,2,1,2,2,2,2,3,4,3,3,1,3,4,5,3,2,3,3,3,3,4,4,3,4,3,3,4,3,4,3,3,3,4.17,3.67,3.33,3.5,3.17,1.83,2.83,3.33,3.5,3.25,3.26
R1583,Retail,Small: 10-49 employees,6-10 years,10-49,Commercial area,Paper and cardboard,Not sure,Operations department,2,2,4,3,3,4,3,4,3,3,3,4,5,4,4,4,4,4,3,5,3,3,5,3,5,4,4,3,4,4,5,2,1,4,3,2,4,5,4,4,4,4,2,3,3,3,3,3,4,5,4,4,4,4,3,2,2,3,2,1,2,2,3.0,3.33,4.17,3.67,4.0,2.83,4.17,2.83,4.17,2.12,3.57
R1584,Manufacturing,Small: 10-49 employees,11-20 years,10-49,Urban area,Plastic waste,No,Operations department,1,2,2,2,2,2,3,2,3,3,3,3,2,3,3,2,3,2,3,2,3,1,2,2,3,1,3,3,3,1,5,5,5,5,4,5,3,3,3,1,3,2,4,3,3,3,3,3,3,4,3,4,2,3,3,4,3,4,5,4,3,3,1.83,2.83,2.5,2.17,2.33,4.83,2.5,3.17,3.17,3.62,2.81
R1585,Retail,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Urban area,Plastic waste,Not sure,Operations department,4,3,4,4,4,5,3,3,3,3,3,3,4,4,4,,5,3,3,3,3,4,4,3,3,3,3,4,4,3,3,5,5,3,4,4,3,4,4,3,3,2,4,4,4,3,3,2,3,5,4,3,3,4,2,3,3,2,2,2,2,1,4.0,3.0,4.0,3.33,3.33,4.0,3.17,3.33,3.67,2.12,3.54
R1586,Information Technology,Small: 10-49 employees,Less than 3 years,10-49,Commercial area,Paper and cardboard,No,External waste-management agency,4,3,2,2,3,3,4,4,4,4,4,3,3,1,4,3,2,2,4,2,3,3,3,3,2,2,2,2,4,3,2,2,3,5,3,3,4,4,4,4,3,3,3,3,2,3,3,3,3,3,3,3,3,2,5,5,4,4,5,5,4,5,2.83,3.83,2.5,3.0,2.5,3.0,3.67,2.83,2.83,4.62,3.0
R1587,Manufacturing,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Industrial area,Plastic waste,No,External waste-management agency,3,3,2,2,2,1,4,2,3,3,,5,3,4,3,2,3,3,2,3,2,2,3,3,1,2,3,3,2,3,3,3,2,3,2,2,3,2,2,4,2,3,3,3,3,3,3,2,3,3,3,2,3,4,4,4,5,3,4,5,4,5,2.17,3.4,3.0,2.5,2.33,2.5,2.67,2.83,3.0,4.25,2.71
R1588,Healthcare,Large: 250 employees or more,6-10 years,250 or more,Commercial area,Paper and cardboard,Yes,Environmental or sustainability department,3,4,3,2,3,3,4,4,4,5,4,4,4,4,4,4,3,3,3,4,4,5,4,3,4,4,5,3,4,2,4,3,5,4,5,4,4,3,4,4,3,4,5,3,2,3,3,4,4,4,4,4,4,3,2,2,3,4,2,3,2,4,3.0,4.17,3.67,3.83,3.67,4.17,3.67,3.33,3.83,2.75,3.7
R1589,Hospitality/Services,Micro: Fewer than 10 employees,6-10 years,Fewer than 10,Semi-urban area,Food or organic waste,Under development,Operations department,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
R1590,Information Technology,Small: 10-49 employees,Less than 3 years,Fewer than 10,Urban area,Plastic waste,Not sure,External waste-management agency,4,4,3,3,3,3,3,2,3,4,3,2,3,3,4,3,4,3,3,3,2,4,3,3,2,4,3,3,4,3,4,2,2,3,1,3,4,2,3,3,3,3,3,2,5,3,3,3,3,4,4,4,5,4,4,5,3,3,4,3,4,3,3.33,2.83,3.33,3.0,3.17,2.5,3.0,3.17,4.0,3.62,3.15
R1591,Healthcare,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Semi-urban area,Mixed municipal waste,Not sure,Operations department,4,3,2,3,2,3,4,4,4,4,3,3,4,4,3,3,3,3,2,4,2,2,3,2,4,,3,3,4,3,4,2,3,4,3,3,3,4,3,3,4,4,3,4,4,4,2,4,2,3,2,2,3,3,3,5,3,3,4,3,4,,2.83,3.67,3.33,2.5,3.4,3.17,3.5,3.5,2.5,3.57,3.16
R1592,Information Technology,Small: 10-49 employees,Less than 3 years,Fewer than 10,Urban area,Paper and cardboard,No,Operations department,1,3,3,2,3,1,3,3,2,2,4,2,4,4,3,3,4,5,3,3,2,3,3,2,2,2,3,4,3,3,3,3,4,3,2,3,2,2,3,2,3,2,3,4,4,5,3,3,3,1,2,2,1,1,4,2,2,3,2,3,2,3,2.17,2.67,3.83,2.67,2.83,3.0,2.33,3.67,1.67,2.62,2.76
R1593,Manufacturing,Medium: 50-249 employees,6-10 years,100-249,Industrial area,Plastic waste,Under development,Operations department,4,4,4,4,5,5,4,4,3,4,3,4,3,3,3,,4,3,3,4,3,4,4,4,3,2,4,4,3,3,3,4,3,4,3,3,3,3,2,3,2,4,4,5,3,3,3,2,3,3,2,2,3,3,5,4,4,3,5,4,4,3,4.33,3.67,3.2,3.67,3.17,3.33,2.83,3.33,2.67,4.0,3.36
R1594,Retail,Small: 10-49 employees,6-10 years,Fewer than 10,Semi-urban area,Plastic waste,No,Operations department,5,4,4,4,4,4,4,3,3,3,4,3,3,3,3,3,3,4,3,2,3,2,3,3,2,2,2,2,3,2,2,3,3,4,3,3,3,3,3,5,3,3,3,4,4,3,,4,3,2,4,3,2,2,3,3,4,4,4,3,2,3,4.17,3.33,3.17,2.67,2.17,3.0,3.33,3.6,2.67,3.25,3.12
R1595,Retail,Large: 250 employees or more,11-20 years,250 or more,Semi-urban area,Plastic waste,Under development,Environmental or sustainability department,4,4,4,4,4,4,3,3,4,4,4,4,4,4,3,3,3,2,3,4,4,4,3,3,3,4,3,4,3,3,4,4,3,4,5,3,3,3,3,2,3,4,4,4,4,3,4,4,3,4,4,4,5,3,3,3,4,3,3,3,2,2,4.0,3.67,3.17,3.5,3.33,3.83,3.0,3.83,3.83,2.88,3.57
R1596,Information Technology,Small: 10-49 employees,11-20 years,10-49,Commercial area,Paper and cardboard,Under development,External waste-management agency,3,3,3,3,2,3,5,4,5,3,,3,4,4,4,,4,4,,3,4,4,3,3,5,5,5,5,4,5,3,4,4,5,4,5,3,4,4,3,4,3,4,3,4,4,4,3,4,4,4,4,4,5,3,1,,2,2,2,2,1,2.83,4.0,4.0,3.4,4.83,4.17,3.5,3.67,4.17,1.86,3.84
R1597,Manufacturing,Large: 250 employees or more,6-10 years,100-249,Industrial area,Plastic waste,Under development,Environmental or sustainability department,4,4,3,3,3,3,3,3,3,3,3,2,4,3,4,4,4,5,4,4,3,3,4,4,4,3,4,3,4,4,3,3,4,3,3,3,4,3,3,3,3,3,1,2,3,3,4,3,1,2,1,3,2,4,4,5,4,3,5,5,3,3,3.33,2.83,4.0,3.67,3.67,3.17,3.17,2.67,2.17,4.0,3.19
R1598,Manufacturing,Medium: 50-249 employees,11-20 years,100-249,Industrial area,Paper and cardboard,Under development,Operations department,3,3,4,3,4,3,3,3,4,4,4,4,3,4,2,4,4,3,5,5,4,4,4,3,5,4,5,3,5,5,2,3,3,3,3,3,3,4,4,3,3,3,4,4,4,4,5,3,2,2,4,4,4,3,2,2,4,4,3,3,3,4,3.33,3.67,3.33,4.17,4.5,2.83,3.33,4.0,3.17,3.12,3.59
R1599,Healthcare,Large: 250 employees or more,6-10 years,100-249,Urban area,Mixed municipal waste,Yes,Environmental or sustainability department,5,4,5,4,5,4,5,5,5,5,5,5,4,5,4,3,4,3,4,5,5,5,4,5,3,4,3,4,4,4,5,5,4,4,4,3,4,5,3,4,4,3,4,3,3,3,3,3,5,4,5,4,4,4,3,4,3,4,1,3,3,3,4.5,5.0,3.83,4.67,3.67,4.17,3.83,3.17,4.33,3.0,4.13
R1600,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Semi-urban area,Mixed municipal waste,Not sure,External waste-management agency,3,3,4,4,3,3,4,3,3,4,4,3,2,3,3,3,2,2,4,3,3,3,3,3,3,3,2,3,2,3,3,3,2,3,2,2,3,3,3,4,3,4,5,4,3,4,4,3,1,1,3,2,2,2,4,2,3,1,2,4,2,3,3.33,3.5,2.5,3.17,2.67,2.5,3.33,3.83,1.83,2.62,2.96
R1601,Information Technology,Large: 250 employees or more,6-10 years,100-249,Urban area,Food or organic waste,Not sure,Operations department,3,3,3,3,2,3,3,2,4,3,4,3,5,3,3,3,2,2,3,5,3,2,3,3,2,3,3,2,3,3,4,,4,4,5,3,4,3,4,4,3,3,4,4,3,3,4,4,4,4,4,5,3,4,3,3,2,4,2,3,2,4,2.83,3.17,3.0,3.17,2.67,4.0,3.5,3.67,4.0,2.88,3.33
R1602,Retail,Small: 10-49 employees,3-5 years,10-49,Urban area,Paper and cardboard,Yes,Operations department,3,4,3,4,4,4,3,4,5,4,4,4,3,3,4,5,5,5,5,5,5,5,5,5,3,5,4,4,3,3,3,4,5,3,3,4,4,4,5,4,4,3,5,4,4,3,4,4,4,5,3,4,4,3,3,3,5,3,2,,3,3,3.67,4.0,4.17,5.0,3.67,3.67,4.0,4.0,3.83,3.14,4.0
R1603,Information Technology,Large: 250 employees or more,11-20 years,250 or more,Commercial area,Mixed municipal waste,Yes,Environmental or sustainability department,4,4,4,3,3,5,4,3,3,4,4,5,4,4,4,3,5,3,2,4,2,3,3,3,4,5,3,4,4,4,5,4,4,5,3,4,4,4,4,5,4,4,5,5,5,5,5,5,4,3,,4,4,4,2,3,3,4,2,3,3,4,3.83,3.83,3.83,2.83,4.0,4.17,4.17,5.0,3.8,3.0,3.94
R1604,Retail,Micro: Fewer than 10 employees,Less than 3 years,Fewer than 10,Urban area,Plastic waste,No,External waste-management agency,,1,3,2,2,3,3,4,4,3,3,3,3,3,3,3,3,4,4,4,4,4,3,4,,3,3,3,4,4,3,3,1,2,2,2,4,4,4,5,4,4,3,3,3,3,3,3,3,3,4,3,3,5,3,3,4,4,3,4,3,3,2.2,3.33,3.17,3.83,3.4,2.17,4.17,3.0,3.5,3.38,3.2
R1605,Information Technology,Large: 250 employees or more,6-10 years,250 or more,Urban area,Food or organic waste,Not sure,Operations department,3,3,3,3,3,3,4,4,4,3,3,4,4,4,4,4,5,4,4,3,3,3,4,4,3,,3,3,4,3,2,2,1,2,3,2,4,3,3,5,4,4,3,3,2,2,3,2,4,2,4,4,4,4,2,4,4,5,4,3,3,4,3.0,3.67,4.17,3.5,3.2,2.0,3.83,2.5,3.67,3.62,3.28
R1606,Information Technology,Large: 250 employees or more,11-20 years,250 or more,Commercial area,Mixed municipal waste,Yes,Facility management team,4,,5,5,5,4,3,4,3,3,4,3,3,4,3,3,5,4,4,4,3,5,2,5,4,4,3,4,5,4,4,5,4,4,4,4,3,3,4,4,3,4,4,3,4,4,4,3,5,5,4,3,4,4,4,2,3,,1,2,4,2,4.6,3.33,3.67,3.83,4.0,4.17,3.5,3.67,4.17,2.57,3.88
R1607,Manufacturing,Small: 10-49 employees,11-20 years,50-99,Industrial area,Mixed municipal waste,Not sure,Facility management team,4,4,3,3,3,4,4,4,4,3,4,3,3,3,3,3,4,3,3,3,2,2,2,4,2,4,3,4,3,3,4,3,2,3,2,3,4,3,2,3,3,3,3,3,4,4,3,4,3,4,4,4,3,3,3,2,2,,1,2,2,3,3.5,3.67,3.17,2.67,3.17,2.83,3.0,3.5,3.5,2.14,3.22
R1608,Retail,Medium: 50-249 employees,6-10 years,50-99,Urban area,Plastic waste,Under development,Environmental or sustainability department,2,4,4,3,4,3,4,3,4,3,4,4,4,3,3,4,4,4,,4,4,3,4,4,3,2,3,3,3,3,2,3,2,3,3,2,3,4,3,4,3,4,3,3,3,2,2,3,3,4,3,2,3,3,2,2,2,4,2,3,2,3,3.33,3.67,3.67,3.8,2.83,2.5,3.5,2.67,3.0,2.5,3.22
R1609,Information Technology,Medium: 50-249 employees,3-5 years,50-99,Urban area,Mixed municipal waste,Not sure,External waste-management agency,4,3,4,3,4,4,4,3,4,4,4,4,2,2,4,3,3,3,4,3,3,3,3,4,5,3,3,3,2,3,,3,3,3,,3,4,3,1,3,4,3,3,4,4,,3,4,3,3,3,3,4,3,3,2,3,3,3,3,3,3,3.67,3.83,2.83,3.33,3.17,3.0,3.0,3.6,3.17,2.88,3.29
R1610,Manufacturing,Small: 10-49 employees,3-5 years,10-49,Industrial area,Plastic waste,No,Environmental or sustainability department,5,3,5,4,2,4,3,3,5,3,4,4,3,4,3,3,4,3,2,3,2,3,3,2,4,4,5,4,4,5,4,3,5,4,4,5,3,3,4,4,4,4,3,3,3,3,2,3,3,3,2,2,3,3,3,2,3,4,,3,3,1,3.83,3.67,3.33,2.5,4.33,4.17,3.67,2.83,2.67,2.71,3.44
R1611,Healthcare,Large: 250 employees or more,3-5 years,100-249,Urban area,Food or organic waste,Under development,Facility management team,4,3,4,3,4,5,4,4,4,3,4,4,5,4,5,4,3,2,3,2,3,4,3,3,3,4,4,4,4,4,3,3,4,4,4,3,4,4,4,5,4,5,4,3,4,4,5,5,4,4,3,5,3,4,3,4,2,2,3,3,2,3,3.83,3.83,3.83,3.0,3.83,3.5,4.33,4.17,3.83,2.75,3.79
R1612,Manufacturing,Medium: 50-249 employees,3-5 years,50-99,Urban area,Plastic waste,No,Operations department,3,4,2,3,3,3,4,,4,3,4,3,4,2,3,3,3,4,3,2,3,4,4,3,4,4,3,2,3,3,4,3,2,3,4,4,3,4,4,3,3,,3,4,3,4,3,3,3,,4,3,4,4,3,3,4,3,3,3,4,3,3.0,3.6,3.17,3.17,3.17,3.33,3.4,3.33,3.6,3.25,3.31
